name,club,league,nation,playstyle,global_score,stats_pace,stats_shooting,stats_passing,stats_dribbling,stats_defending,stats_physicality,price,position,player_type,is_icon,is_hero
Hiroki Ito,21,19,163,,79,77,57,71,72,80,75,650,CB,Normal,False,False
Charles De Ketelaere,115845,31,7,,79,69,77,78,81,55,70,350,CAM,Normal,False,False
Brais Méndez Portela,457,53,45,,81,71,80,82,81,65,73,650,CM,Normal,False,False
Nemanja Gudelj,481,53,51,,80,54,73,78,70,79,85,650,CB,Normal,False,False
Riccardo Orsolini,189,31,27,,81,79,80,78,83,49,67,650,RM,Normal,False,False
Conor Gallagher,240,53,14,,81,73,75,78,78,77,81,650,CM,Normal,False,False
Alessandro Buongiorno,48,31,27,,80,65,45,69,65,82,76,350,CB,Normal,False,False
Stephan El Shaarawy,52,31,27,,79,82,75,76,83,49,62,350,LM,Normal,False,False
Raoul Bellanova,115845,31,27,Whipped+Pass,87,92,56,87,83,87,84,18250,RB,Winter Champions SBC,False,False
Nico Schlotterbeck,22,19,21,Slide+Tackle,85,77,59,70,73,85,82,2800,CB,Normal,False,False
João Maria Palhinha Gonçalves,21,19,38,Bruiser,85,52,68,72,74,85,90,2600,CDM,Normal,False,False
Sonia Bompastor,114605,2218,18,,86,87,80,85,85,82,74,12500,LB,Base Hero,False,True
Clint Dempsey,114605,39,95,,85,82,86,81,85,47,80,12250,CAM,Base Hero,False,True
Pedro Rodríguez Ledesma,115841,31,45,First+Touch,87,87,87,87,88,47,77,31750,RW,ShowDown SBC,False,False
Lukas Podolski,420,66,21,Power+Shot,87,84,88,86,84,50,81,19750,CAM,Globetrotters,False,False
Stefan Savic,436,68,15,Aerial,87,80,41,63,63,89,88,17000,CB,Globetrotters,False,False
Roque Santa Cruz,111008,1003,58,Power+Header,87,87,91,77,88,53,83,15500,ST,Globetrotters,False,False
Pervis Estupiñán,1808,13,57,,80,78,57,75,79,77,75,350,LB,Normal,False,False
Luis Advíncula,1877,1014,59,,87,93,80,81,85,80,90,28750,RB,Globetrotters,False,False
Tiffany Cameron,449,2222,82,Rapid,87,90,87,78,88,75,82,17000,ST,Globetrotters,False,False
Olga Carmona García,243,2222,45,,83,89,74,77,80,78,73,900,LB,Normal,False,False
Marc Guéhi,1799,13,14,,81,72,39,65,72,82,77,350,CB,Normal,False,False
Deniz Undav,36,19,21,Chip+Shot,81,67,82,75,80,33,78,650,ST,Normal,False,False
Willi Orban,112172,19,23,,83,58,36,56,56,85,78,900,CB,Normal,False,False
Daniel Vivian Moreno,448,53,45,,81,79,48,57,69,82,81,650,CB,Normal,False,False
Sergio Gómez Martín,457,53,45,,80,77,78,81,83,77,73,18500,CM,IF,False,False
Saeed Al Owairan,114605,350,183,Rapid,85,94,82,80,86,35,72,40000,RW,Base Hero,False,True
Amel Majri,66,2218,18,Whipped+Pass,84,78,76,85,88,79,74,1300,LW,Normal,False,False
Rafael A. Ferreira Silva,327,68,38,,83,93,77,77,86,50,54,1600,CAM,Normal,False,False
Dávid Hancko,246,10,43,,81,78,66,72,74,81,80,650,CB,Normal,False,False
Santiago Cazorla González,110827,54,45,Dead+Ball,87,83,99,88,90,70,74,49500,CAM,Winter Wildcards,False,False
Saud Abdulhamid,52,31,183,Long+Throw,78,92,46,67,72,71,77,650,RB,Normal,False,False
Bryan Mbeumo,1925,13,103,,80,84,80,74,80,49,76,350,RW,Normal,False,False
Aleksandar Mitrovic,605,350,51,Aerial,87,85,84,81,77,86,90,19750,CB,Winter Wildcards,False,False
David Neres Campos,48,31,54,,80,86,75,75,86,43,64,650,LM,Normal,False,False
Frederico de Paula Santos,326,68,54,Relentless,81,75,71,79,82,75,78,650,CDM,Normal,False,False
André Onana,11,13,103,,83,83,75,87,86,61,79,950,GK,Normal,False,False
Vanessa Gilles,66,2218,70,Anticipate,83,60,38,53,53,86,82,900,CB,Normal,False,False
Sara Doorsoun,1824,2215,21,,84,77,60,74,76,85,83,1500,CB,Normal,False,False
Dirk Kuyt,114605,10,34,,86,84,88,80,83,70,82,12250,CAM,Base Hero,False,True
Evan Ndicka,52,31,108,Slide+Tackle,87,87,63,78,78,87,87,46000,CB,NumeroFUT,False,False
David López Silva,110062,53,45,,80,45,60,71,66,82,75,350,CB,Normal,False,False
Gonçalo Matias Ramos,73,16,38,,79,76,77,64,77,47,81,650,ST,Normal,False,False
Janina Minge,175,2215,21,,82,70,80,79,81,77,80,650,CDM,Normal,False,False
Estefanía Banini,131125,2222,52,,79,75,80,80,81,64,65,650,CM,Normal,False,False
Jordan Nobbs,2,2216,14,,81,75,77,81,83,67,64,650,CM,Normal,False,False
Juan Miguel Jiménez López,1860,53,45,,78,78,77,71,80,31,62,350,LM,normal,False,False
Ko Itakura,23,19,163,Block,87,86,50,82,85,87,81,79000,LB,NumeroFUT,False,False
Kristin Kögel,32,2215,21,Power+Shot,87,90,87,87,87,53,81,15000,LM,NumeroFUT,False,False
Joakim Mæhle,175,19,13,,78,76,57,71,74,73,78,350,RB,Normal,False,False
Melchie Dumornay,66,2218,80,Chip+Shot,83,92,83,78,85,59,69,900,ST,Normal,False,False
Hugo Larsson,1824,19,46,Incisive+Pass,87,85,80,85,88,78,87,15500,CM,Future Stars,False,False
Malick Thiaw,131681,31,21,,78,73,47,69,72,77,78,350,CB,Normal,False,False
Kessya Bussy,111817,2218,18,,80,81,78,73,84,43,54,350,LM,Normal,False,False
Elye Wahi,1824,19,18,Acrobatic,87,94,90,78,89,41,80,19000,ST,Future Stars,False,False
Lucas Bergvall,18,13,46,Pinged+Pass,87,91,82,87,92,72,85,31000,CM,Future Stars,False,False
Luis Rioja González,461,53,45,Pinged+Pass,87,92,87,85,90,50,65,14750,LW,TOTW,False,False
Alexandru Mitriță,308,330,39,Quick+Step,87,93,87,84,91,40,75,13500,LW,TOTW,False,False
Myles Lewis-Skelly,1,13,14,Bruiser,87,93,77,87,89,83,86,115000,LB,TOTW,False,False
Stefan de Vrij,131682,31,34,,83,62,41,65,69,85,75,900,CB,Normal,False,False
María Francesca Caldentey Oliver,1,2216,45,Tiki+Taka,84,77,84,84,85,57,77,1300,LW,Normal,False,False
Andrey N. dos Santos,76,16,54,,80,81,73,78,82,79,78,22250,CM,IF,False,False
Charlie Cresswell,1809,16,14,Aerial,87,83,60,77,86,87,89,19000,CB,Future Stars,False,False
Bilal El Khannouss,95,13,129,Technical,87,85,80,88,90,51,70,15500,CAM,Future Stars,False,False
Paula Tomás Serer,2,2216,45,,79,82,49,75,76,77,76,650,LB,Normal,False,False
Johan Bakayoko,247,10,7,,79,86,71,70,82,33,63,350,RW,Normal,False,False
Sveindís Jane Jónsdóttir,175,2215,24,Long+Throw,82,92,73,76,81,46,71,600,RW,Normal,False,False
Jonathan Clauss,72,16,18,,80,88,69,76,78,73,69,650,RB,Normal,False,False
Valentin Castellanos,115841,31,52,,79,72,79,69,75,42,77,350,ST,Normal,False,False
Vanessa Fudalla,112172,2215,21,Flair,87,92,89,76,85,66,80,13250,ST,TOTW,False,False
Lara Prašnikar,1824,2215,44,,84,77,84,69,83,44,79,1300,ST,Normal,False,False
Caroline Weir,243,2222,42,,84,72,83,84,84,73,69,1200,CAM,Normal,False,False
Kasper Dolberg,229,4,13,,83,84,86,75,80,37,76,14250,ST,IF,False,False
Ethan Pinnock,1925,13,82,,79,67,36,56,61,81,83,650,CB,Normal,False,False
Ryan Williams,113302,2149,195,,83,93,83,84,78,70,72,15500,RW,TOTW,False,False
Gabriela García,240,2222,61,Power+Header,82,71,82,79,80,78,86,650,CDM,Normal,False,False
Mattia Zaccagni,115841,31,27,,83,87,77,75,88,57,66,900,LW,Normal,False,False
Cesar Fernando Silva Melo,2056,83,54,Trickster,87,95,88,85,89,44,87,15250,CM,TOTW,False,False
Takumi Minamino,69,16,163,,79,79,74,75,82,40,64,650,CAM,Normal,False,False
Pascal Struijk,8,14,34,Intercept,87,81,59,75,78,87,91,13000,CB,TOTW,False,False
Mikel Merino Zazón,1,13,45,,85,72,79,82,82,83,82,3100,CM,Normal,False,False
Claude-Maurice,100409,19,18,Pinged+Pass,87,89,85,87,93,81,80,13000,CAM,TOTW,False,False
Aaron Wan-Bissaka,19,13,14,Slide+Tackle,79,82,51,68,77,77,72,650,RB,Normal,False,False
Nicolás Paz Martínez,1745,31,52,,84,87,80,84,85,64,78,14500,CAM,Trailblazers,False,False
Efthymios Koulouris,110746,66,22,,83,85,84,70,82,42,84,17000,ST,IF,False,False
Ivan Toney,112387,350,14,,80,77,81,71,75,51,81,350,ST,Normal,False,False
Désiré Doué,73,16,18,Whipped+Pass,87,93,87,88,92,65,80,14500,CM,SIF,False,False
Dominik Szoboszlai,9,13,23,,81,82,80,84,80,59,70,650,CAM,Normal,False,False
Mika Biereth,209,80,13,,80,91,80,70,77,43,84,15000,ST,IF,False,False
Matías Soulé,52,31,52,,77,75,69,74,81,36,56,350,RM,Normal,False,False
Alba Redondo Ferrer,243,2222,45,,84,84,85,70,84,26,64,2400,ST,Normal,False,False
Bobby Kamwa,112254,61,103,Acrobatic,87,95,89,85,87,49,87,12500,LW,SIF,False,False
Marc Cucurella Saseta,5,13,45,,82,75,60,80,80,78,76,1300,LB,Normal,False,False
Kim Little,1,2216,42,Press+Proven,86,76,78,83,88,62,66,5200,CM,Normal,False,False
Luka Modrić,243,53,10,Trivela,86,72,76,88,87,71,64,5400,CM,Normal,False,False
Manuel Neuer,21,19,21,Pinged+Pass,86,83,81,90,83,49,88,6800,GK,Normal,False,False
Mary Earps,73,2218,14,,86,83,83,83,85,41,85,5500,GK,Normal,False,False
Hakan Çalhanoğlu,131682,31,48,Incisive+Pass,86,71,80,87,85,79,76,5400,CDM,Normal,False,False
Aleksandr Mostovoi,114605,53,40,Technical,86,78,83,86,88,62,77,13000,CAM,Base Hero,False,True
Tomáš Rosický,114605,13,12,Incisive+Pass,86,83,81,86,88,57,69,13000,CAM,Base Hero,False,True
Joan Capdevila Méndez,114605,53,45,,86,84,76,81,79,85,80,20000,LB,Base Hero,False,True
Jerzy Dudek,114605,13,37,Rush+Out,86,86,83,78,90,60,85,16000,GK,Base Hero,False,True
Luis Hernández,112658,2118,83,First+Touch,86,89,85,71,86,45,67,70000,ST,Icon,True,False
Sami Al Jaber,114605,350,183,Finesse+Shot,86,88,86,75,83,44,71,12500,ST,Base Hero,False,True
Ji Sung Park,114605,13,167,Relentless,86,85,80,83,85,78,81,13000,LM,Base Hero,False,True
Włodzimierz Smolarek,114605,19,37,Press+Proven,86,91,85,80,90,41,83,20000,ST,Base Hero,False,True
John Arne Riise,114605,13,36,Power+Shot,86,83,81,81,80,81,86,18250,LB,Base Hero,False,True
Pernille Harder,21,2215,13,Technical,84,81,78,81,88,27,77,1300,CAM,Normal,False,False
Benjamin André,65,16,18,,80,61,64,73,75,78,83,650,CDM,Normal,False,False
Allan Saint-Maximin,326,68,18,Technical,80,89,72,73,87,29,68,700,LM,Normal,False,False
Gonçalo Bernardo Inácio,237,308,38,,80,80,37,64,71,81,79,650,CB,Normal,False,False
Jordan Henderson,245,10,14,,80,64,72,81,76,75,78,650,CDM,Normal,False,False
José Diogo Dalot Teixeira,11,13,38,,82,85,63,77,80,79,79,750,RB,Normal,False,False
Raheem Sterling,1,13,14,,81,85,78,75,85,42,65,700,LM,Normal,False,False
Artem Dovbyk,52,31,49,,84,84,85,69,79,34,81,1200,ST,Normal,False,False
Alex Iwobi,144,13,133,,86,86,80,84,90,70,85,53250,RM,Total Rush,False,False
Maximilian Arnold,175,19,21,,80,63,79,79,77,76,76,350,CDM,Normal,False,False
Sydney Lohmann,21,2215,21,,82,74,79,79,82,70,82,900,RM,Normal,False,False
Fikayo Tomori,131681,31,14,Block,83,84,40,60,68,85,80,1600,CB,Normal,False,False
Marcel Sabitzer,22,19,4,,84,76,84,81,82,75,79,1300,CM,Normal,False,False
Barbra Banda,116307,2221,147,,77,92,75,60,72,33,71,350,ST,Normal,False,False
Marcos Llorente Moreno,240,53,45,,83,89,79,78,80,79,81,900,RM,Normal,False,False
Florian Thauvin,55,31,18,,86,85,86,84,86,60,83,27750,ST,Objectives,False,False
Denis Zakaria,69,16,47,,79,80,67,72,76,78,84,650,CDM,Normal,False,False
Daniel Olmo Carvajal,241,53,45,,84,73,77,82,87,50,57,1300,CAM,Normal,False,False
Racheal Kundananji,131477,2221,147,,83,91,82,73,85,42,87,900,LW,Normal,False,False
Andrew Robertson,9,13,42,Relentless,85,78,61,82,79,81,78,2700,LB,Normal,False,False
Katie McCabe,1,2216,25,,85,80,74,80,80,81,82,3000,LB,Normal,False,False
João Pedro Junqueira de Jesus,1808,13,54,,86,86,88,78,89,40,71,16750,ST,IF,False,False
Gabriele Zappa,1842,31,27,,86,89,72,78,83,82,86,17250,RB,IF,False,False
Laura Freigang,1824,2215,21,,83,83,84,73,82,26,77,900,CAM,Normal,False,False
Ángel Di María,234,308,52,,83,76,80,85,88,48,66,900,RM,Normal,False,False
Federico Chiesa,9,13,27,,84,93,83,76,86,52,75,3400,RW,Normal,False,False
Sergej Milinkovic-Savic,605,350,51,,86,70,81,82,83,79,90,18000,CM,IF,False,False
Micky van de Ven,18,13,34,,82,88,47,64,71,83,81,1300,CB,Normal,False,False
Aubrey Kingsbury,116304,2221,95,,83,84,82,70,84,41,83,900,GK,Normal,False,False
Francisco F. da Conceição,45,31,38,,78,87,67,71,83,36,50,350,RM,Normal,False,False
Jérôme Roussillon,1831,19,18,Jockey,86,89,77,81,86,83,84,31000,LB,FC Pro,False,False
Stian Gregersen,112885,39,36,,86,86,58,66,61,86,91,21500,CB,FC Pro,False,False
Thomas Lemar,240,53,18,,80,81,77,81,83,67,64,650,CM,Normal,False,False
Johan Mojica,453,53,56,Quick+Step,86,93,75,86,81,82,80,25500,LB,IF,False,False
Julian Ryerson,22,19,36,,79,75,63,70,76,76,80,350,RB,Normal,False,False
F. Evanilson de Lima Barbosa,1943,13,54,,80,76,78,65,78,37,80,650,ST,Normal,False,False
Christoph Baumgartner,112172,19,4,,80,77,74,74,82,47,60,350,CAM,Normal,False,False
Edon Zhegrova,65,16,219,,79,85,71,76,82,25,62,650,RM,Normal,False,False
Téji Savanier,70,16,18,,80,60,76,84,82,68,68,650,CAM,Normal,False,False
Ezequiel Ávila,449,53,52,,79,77,80,65,77,45,85,650,ST,Normal,False,False
Olivier Giroud,112996,39,18,,83,45,84,74,75,42,81,900,ST,Normal,False,False
Scott McTominay,48,31,42,,78,55,78,71,73,75,84,350,CDM,Normal,False,False
Luiz Frello Filho Jorge,1,13,27,,82,46,67,83,80,73,71,700,CDM,Normal,False,False
Maya Yoshida,697,39,163,Aerial,86,80,54,75,76,85,86,23750,CB,Ultimate Succession,False,False
Manuel Akanji,10,13,47,,84,78,48,71,75,85,82,1300,CB,Normal,False,False
Jessie Fleming,111140,2221,70,,80,82,77,77,82,68,51,650,CM,Normal,False,False
Gaston Brugman,697,39,60,Incisive+Pass,86,85,83,86,87,84,86,37500,CM,IF,False,False
Henrikh Mkhitaryan,131682,31,3,,83,78,79,82,84,72,77,900,CM,Normal,False,False
Domenico Berardi,111974,32,27,,83,79,81,78,85,36,70,900,RW,Normal,False,False
Donovan Léon,57,16,18,,83,84,81,80,85,61,83,20000,GK,IF,False,False
Hernán Barcos,111010,1003,52,Chip+Shot,86,86,91,82,84,60,90,17000,ST,Globetrotters,False,False
Mathew Ryan,64,16,195,,78,76,78,80,79,52,77,850,GK,normal,False,False
José Sosa,101083,1003,52,,86,83,82,91,88,78,80,15500,CM,Globetrotters,False,False
Nahuel Molina,240,53,52,,82,85,67,75,78,78,71,650,RB,Normal,False,False
Ismaïla Sarr,1799,13,136,Rapid,86,94,86,80,89,40,80,21750,RW,TOTW,False,False
Youssef En-Nesyri,326,68,129,Power+Header,83,82,82,63,77,36,80,900,ST,Normal,False,False
Branco van den Boomen,245,10,34,Long+Ball+Pass,86,80,85,89,81,86,82,14500,CDM,Winter Wildcards,False,False
Eren Dinkçi,25,19,48,Trickster,86,92,84,80,86,33,70,14500,RM,Winter Wildcards,False,False
Osame Sahraoui,65,16,129,Quick+Step,86,89,76,82,87,57,66,16750,LM,Winter Wildcards,False,False
Fabián Ruiz Peña,73,16,45,,82,54,76,80,80,75,72,700,CM,Normal,False,False
Patrik Schick,32,19,12,,82,74,81,71,81,37,76,650,ST,Normal,False,False
Rodrigo De Paul,240,53,52,,84,76,77,83,82,76,82,1300,CM,Normal,False,False
Václav Cerný,86,50,12,Rapid,86,90,84,84,88,40,75,0,RM,Winter Wildcards,False,False
Sem Steijn,1908,10,34,Power+Shot,85,80,89,83,86,52,85,16750,CAM,SIF,False,False
Niklas Süle,22,19,21,,82,70,51,67,64,83,79,650,CB,Normal,False,False
Manuela Vanegas,457,2222,56,,82,80,63,73,71,82,83,650,CB,Normal,False,False
Daizen Maeda,78,50,163,Quick+Step,86,99,82,80,84,71,82,27250,LW,Winter Wildcards,False,False
Nadiem Amiri,169,19,21,,78,67,74,80,82,60,69,450,CM,Normal,False,False
Zuriko Davitashvili,1819,16,20,,80,92,72,79,81,35,70,17750,LW,IF,False,False
Edna Imade,110832,2222,133,Press+Proven,86,84,87,76,86,60,89,23300,ST,Liga F POTM SBC,False,False
Trevoh Chalobah,1799,13,14,,78,67,50,67,67,78,78,1000,CB,Normal,False,False
Harry Wilson,144,13,50,,83,90,85,83,84,55,72,14750,RM,IF,False,False
Thorgan Hazard,229,4,7,Finesse+Shot,85,83,85,86,91,63,76,12000,LW,TOTW,False,False
Jen Beattie,131477,2221,42,Bruiser,86,82,51,76,74,86,87,14250,CB,NumeroFUT,False,False
Leonardo Balerdi,219,16,52,,79,64,45,62,68,80,77,450,CB,Normal,False,False
Mathilde Bourdieu,111817,2218,18,,83,80,84,71,82,36,76,900,ST,Normal,False,False
Douglas Augusto Soares Gomes,71,16,54,Bruiser,86,78,80,80,84,86,89,14500,CDM,NumeroFUT,False,False
Anthony Gordon,13,13,14,,82,91,78,76,81,49,71,650,LW,Normal,False,False
Lisandro Martínez,11,13,52,,84,71,59,78,79,85,81,1200,CB,Normal,False,False
Vincent Sierro,1809,16,47,Pinged+Pass,86,80,78,87,86,86,84,14500,CM,NumeroFUT,False,False
Gabriel Tadeu Strefezza Rebelato,1745,31,54,Whipped+Pass,86,90,83,85,87,40,81,14500,RM,NumeroFUT,False,False
Mike van der Hoorn,1903,10,34,Aerial,86,82,53,81,81,86,87,16500,LB,NumeroFUT,False,False
Gaëtane Thiney,111817,2218,18,,83,56,81,84,83,50,72,900,CAM,Normal,False,False
Mason Greenwood,219,16,14,,79,83,80,75,81,36,60,500,RM,Normal,False,False
Josip Šutalo,245,10,10,Power+Header,86,86,41,72,82,86,87,15500,CB,TOTW,False,False
Malcom Filipe Silva de Oliveira,605,350,54,,82,84,79,79,84,43,72,650,CAM,Normal,False,False
Dango Ouattara,1943,13,101,Power+Header,86,91,86,77,89,60,71,15000,ST,TOTW,False,False
Maghnes Akliouche,69,16,18,,83,83,80,85,88,55,69,20000,RM,IF,False,False
Joško Gvardiol,10,13,10,Block,83,79,69,74,78,83,83,900,LB,Normal,False,False
Guus Til,247,10,34,,83,88,82,83,85,72,84,16000,CM,IF,False,False
Ricardo Jorge da Luz Horta,1896,308,38,,81,80,80,80,81,43,70,650,CAM,Normal,False,False
John Stones,10,13,14,,85,69,58,75,79,85,77,2600,CB,Normal,False,False
Alessia Russo,1,2216,14,,85,82,83,69,84,39,72,2600,ST,Normal,False,False
Caitlin Foord,1,2216,195,,85,87,78,80,83,45,70,2600,LW,Normal,False,False
Ashley Lawrence,5,2216,70,Jockey,85,84,67,82,80,82,77,2900,RB,Normal,False,False
Sergej Milinković-Savić,605,350,51,,85,64,80,81,82,78,88,2700,CM,Normal,False,False
Giorgi Mamardashvili,461,53,20,,85,86,83,72,85,48,85,3100,GK,Normal,False,False
Kathrin Hendrich,175,2215,21,Jockey,85,73,44,70,73,86,76,2800,CB,Normal,False,False
Merle Frohms,175,2215,21,Far+Reach,85,85,82,76,84,51,86,2800,GK,Normal,False,False
Cristiana Girelli,45,2236,27,,85,80,85,70,80,46,78,2700,ST,Normal,False,False
Bruno Guimarães Moura,13,13,54,Trivela,85,68,75,83,84,79,83,2500,CDM,Normal,False,False
Chiamaka Nnadozie,111817,2218,133,Deflector,85,84,83,80,86,63,84,2700,GK,Normal,False,False
Asisat Oshoala,131477,2221,133,,85,91,84,78,85,50,85,2800,ST,Normal,False,False
Kailen Sheridan,116312,2221,70,Far+Reach,85,85,82,80,85,41,84,2600,GK,Normal,False,False
Lars Ricken,114605,19,21,Chip+Shot,85,83,85,80,83,58,65,13000,CAM,Base Hero,False,True
Peter Crouch,114605,13,14,Acrobatic,85,74,87,75,78,52,80,16250,ST,Base Hero,False,True
Ángela Sosa Martín,1853,2222,45,,82,77,83,84,84,64,74,700,CAM,Normal,False,False
Klara Bühl,21,2215,21,,83,83,85,77,83,34,71,900,LM,Normal,False,False
Arnaut Danjuma,110062,53,34,,85,88,83,82,84,53,76,74100,ST,Objectives SBC,False,False
Francisco José Navarro Aliaga,236,308,45,,85,87,86,72,84,50,85,32900,ST,Squad Foundation SBC,False,False
Aleix García Serrano,32,19,45,Press+Proven,84,67,77,85,84,76,68,1300,CM,Normal,False,False
Ally Watt,116307,2221,95,,85,90,85,81,85,50,82,8950,ST,Squad Foundation SBC,False,False
Donny van de Beek,110062,53,34,,85,85,84,83,87,80,77,12500,CM,Champions League,False,False
Steven Berghuis,245,10,34,,79,72,80,82,79,39,66,350,RW,Normal,False,False
Min Jae Kim,21,19,167,,83,76,33,57,63,85,83,900,CB,Normal,False,False
Ebony Salmon,2,2216,14,,78,89,79,75,76,41,67,650,ST,Normal,False,False
Rasheedat Ajibade,240,2222,133,,83,91,83,74,84,37,76,900,LW,Normal,False,False
Mateo Kovacic,10,13,10,,85,72,70,85,89,74,73,13750,CDM,IF,False,False
Teresa José Abelleira Dueñas,243,2222,45,,80,74,78,77,81,72,72,650,CM,Normal,False,False
César Azpilicueta Tanco,240,53,45,,79,59,55,76,72,81,74,350,CB,Normal,False,False
Angel Gomes,65,16,14,,85,84,78,83,87,80,77,26750,CAM,Total Rush SBC,False,False
Leandro Trossard,1,13,7,,83,82,81,80,85,30,61,900,LW,Normal,False,False
Ricardo Rodríguez,449,53,47,,85,78,77,87,84,88,83,15000,CB,Total Rush,False,False
Tanguy Ndombele,72,16,18,,85,80,79,86,92,77,81,15750,CM,Total Rush,False,False
Saïd Benrahma,66,16,97,,85,86,84,84,87,60,78,15000,LW,Total Rush,False,False
Tabea Sellner,175,2215,21,,82,80,80,80,81,28,69,650,RM,Normal,False,False
Roger Ibañez Da Silva,112387,350,54,Slide+Tackle,80,85,32,45,60,81,82,650,CB,Normal,False,False
Antonee Robinson,144,13,95,,79,88,46,71,77,74,77,650,LB,Normal,False,False
Alejandro Baena Rodríguez,483,53,45,,79,74,75,80,78,65,67,350,LM,Normal,False,False
Moussa Sissoko,1795,14,18,Long+Ball+Pass,85,81,75,84,84,82,85,24600,CM,Squad Foundation SBC,False,False
Manuel Ugarte,11,13,60,,81,69,65,73,77,78,80,650,CDM,Normal,False,False
Castello Lukeba,112172,19,18,,79,70,43,68,73,80,73,650,CB,Normal,False,False
Borja Sainz Eguskiza,1792,14,45,,80,90,78,77,81,51,67,18250,LM,IF,False,False
Enzo Millot,36,19,18,Pinged+Pass,85,85,78,85,90,70,68,16000,CAM,Trailblazers,False,False
Brice Samba,64,16,18,,82,79,83,80,84,53,81,650,GK,Normal,False,False
Dennis Man,50,31,39,,83,94,81,78,85,55,79,18500,RM,IF,False,False
Emmanuel Agbadou,379,16,108,,77,63,47,55,60,76,83,350,CB,Normal,False,False
Baris Alper Yilmaz,325,68,48,Relentless,85,92,82,78,86,76,85,16100,RM,Squad Foundation SBC,False,False
Matteo Politano,48,31,27,,80,80,78,78,83,42,54,350,RW,Normal,False,False
Matteo Darmian,131682,31,27,,81,72,62,75,76,80,75,650,RB,Normal,False,False
Davide Frattesi,131682,31,27,,81,80,74,78,81,71,71,650,CM,Normal,False,False
Chris Wood,14,13,198,,81,75,83,71,76,45,84,0,ST,IF,False,False
Gerard Moreno Balagueró,483,53,45,,83,77,85,77,81,46,72,900,ST,Normal,False,False
Jorge Resurrección,240,53,45,,83,69,72,84,79,77,78,900,CDM,Normal,False,False
Gianluca Mancini,52,31,27,,82,71,45,56,64,83,85,650,CB,Normal,False,False
Iñaki Williams Arthuer,448,53,117,,82,94,81,72,80,45,84,650,RM,Normal,False,False
Duván Zapata,54,31,56,,83,73,82,64,78,35,88,900,ST,Normal,False,False
Maxi Moralez,112828,39,52,,85,85,83,84,86,63,68,10750,CAM,ShowDown SBC,False,False
Nawaf Al Abed,113037,350,183,,85,80,85,86,86,60,77,16250,CAM,FC Pro,False,False
Clément Lenglet,240,53,18,,85,78,48,80,75,86,83,4600,CB,Objectives,False,False
Domilson Cordeiro dos Santos,110374,31,54,,77,85,59,73,78,71,70,350,RB,Normal,False,False
Marc Bartra Aregall,449,53,45,,78,68,61,71,72,78,75,350,CB,Normal,False,False
Lauren Eduarda Leal Costa,240,2222,54,,79,72,33,56,63,82,74,650,CB,Normal,False,False
Nicolás Lodeiro,112606,39,60,,85,83,83,88,86,61,78,14500,CAM,Ultimate Succession,False,False
Christian Günter,25,19,21,,78,78,58,70,71,74,82,350,LB,Normal,False,False
Jordy Makengo,25,19,18,,85,88,45,75,80,84,85,18000,LB,Ultimate Succession,False,False
Wataru Endo,9,13,163,,80,60,68,71,78,79,76,350,CDM,Normal,False,False
Nicolás Otamendi,234,308,52,,81,60,57,64,59,83,83,650,CB,Normal,False,False
Riccardo Sottil,110374,31,27,Long+Ball+Pass,85,90,80,82,85,82,75,68700,LW,Winter Champions SBC,False,False
Tajon Buchanan,131682,31,70,Relentless,85,93,72,80,85,78,82,41600,RM,Winter Champions SBC,False,False
Damion Lowe,113060,350,82,,85,83,43,58,67,85,90,16000,CB,Globetrotters,False,False
Lucas Domingues Piazón,131463,308,54,,85,83,85,85,86,48,75,16750,CAM,Globetrotters,False,False
Cyle Larin,453,53,70,Aerial,85,83,85,75,82,38,88,16750,ST,Globetrotters,False,False
Kenza Dali,116312,2221,18,,82,72,79,82,85,68,71,650,CM,normal,False,False
Carolin Simon,21,2215,21,,81,75,57,74,79,80,71,650,LB,Normal,False,False
Francisco Trincão,237,308,38,,78,78,77,72,83,39,59,350,RW,Normal,False,False
Marco Carnesecchi,115845,31,27,,82,84,79,71,85,30,83,700,GK,Normal,False,False
Hummels,52,31,21,Intercept,85,50,59,76,70,86,77,2700,CB,normal,False,False
Héctor Junior Firpo Adamés,8,14,207,Pinged+Pass,85,89,73,81,83,84,86,13500,LB,TOTW,False,False
Joan García Pons,452,53,45,Cross+Claimer,84,84,83,78,84,53,82,14750,GK,Trailblazers,False,False
Anthony Elanga,14,13,46,Rapid,85,92,85,79,87,50,80,15000,ST,TOTW,False,False
María De Alharilla Casado,1853,2222,45,Intercept,85,82,65,85,84,87,88,12750,RB,TOTW,False,False
Klaudia Jedlinska,116039,2218,37,Whipped+Pass,85,92,85,81,86,55,70,13000,RW,TOTW,False,False
Santiago Comesaña Veiga,483,53,45,Press+Proven,85,80,82,81,85,87,86,12750,CM,TOTW,False,False
Santiago Pierotti,347,31,52,First+Touch,85,90,85,82,88,78,84,13000,RW,TOTW,False,False
Matthis Abline,71,16,18,Technical,85,91,85,71,86,40,70,13250,RM,TOTW,False,False
Larissa Mühlhaus,38,2215,21,Chip+Shot,85,86,85,70,84,63,75,13250,ST,TOTW,False,False
Krzysztof Piatek,101014,68,37,Power+Header,85,85,88,70,84,50,83,13500,ST,TOTW,False,False
Azeem Abdulai,1958,60,42,Long+Ball+Pass,85,80,70,85,86,83,85,13250,LM,TOTW,False,False
